ePark topic,audio path,lang,dialect,idx,id
文化篇,./ePark_3/6.文化篇/10/10_8_V18.mp3,Atayal,FourSeasons_Atayal,10,10_8_W18
文化篇,./ePark_3/6.文化篇/10/10_8_V19.mp3,Atayal,FourSeasons_Atayal,10,10_8_W19
文化篇,./ePark_3/6.文化篇/10/10_8_V20.mp3,Atayal,FourSeasons_Atayal,10,10_8_W20
文化篇,./ePark_3/6.文化篇/10/10_9_V1.mp3,Atayal,FourSeasons_Atayal,10,10_9_W1
文化篇,./ePark_3/6.文化篇/10/10_9_V2.mp3,Atayal,FourSeasons_Atayal,10,10_9_W2
文化篇,./ePark_3/6.文化篇/10/10_9_V3.mp3,Atayal,FourSeasons_Atayal,10,10_9_W3
文化篇,./ePark_3/6.文化篇/10/10_9_V4.mp3,Atayal,FourSeasons_Atayal,10,10_9_W4
文化篇,./ePark_3/6.文化篇/10/10_9_V5.mp3,Atayal,FourSeasons_Atayal,10,10_9_W5
文化篇,./ePark_3/6.文化篇/10/10_9_V6.mp3,Atayal,FourSeasons_Atayal,10,10_9_W6
文化篇,./ePark_3/6.文化篇/10/10_9_V7.mp3,Atayal,FourSeasons_Atayal,10,10_9_W7
文化篇,./ePark_3/6.文化篇/10/10_9_V8.mp3,Atayal,FourSeasons_Atayal,10,10_9_W8
文化篇,./ePark_3/6.文化篇/10/10_9_V9.mp3,Atayal,FourSeasons_Atayal,10,10_9_W9
文化篇,./ePark_3/6.文化篇/10/10_9_V10.mp3,Atayal,FourSeasons_Atayal,10,10_9_W10
文化篇,./ePark_3/6.文化篇/10/10_9_V11.mp3,Atayal,FourSeasons_Atayal,10,10_9_W11
文化篇,./ePark_3/6.文化篇/10/10_9_V12.mp3,Atayal,FourSeasons_Atayal,10,10_9_W12
文化篇,./ePark_3/6.文化篇/10/10_9_V13.mp3,Atayal,FourSeasons_Atayal,10,10_9_W13
文化篇,./ePark_3/6.文化篇/10/10_9_V14.mp3,Atayal,FourSeasons_Atayal,10,10_9_W14
文化篇,./ePark_3/6.文化篇/10/10_9_V15.mp3,Atayal,FourSeasons_Atayal,10,10_9_W15
文化篇,./ePark_3/6.文化篇/10/10_9_V16.mp3,Atayal,FourSeasons_Atayal,10,10_9_W16
文化篇,./ePark_3/6.文化篇/10/10_9_V17.mp3,Atayal,FourSeasons_Atayal,10,10_9_W17
文化篇,./ePark_3/6.文化篇/10/10_9_V18.mp3,Atayal,FourSeasons_Atayal,10,10_9_W18
文化篇,./ePark_3/6.文化篇/10/10_9_V19.mp3,Atayal,FourSeasons_Atayal,10,10_9_W19
文化篇,./ePark_3/6.文化篇/10/10_9_V20.mp3,Atayal,FourSeasons_Atayal,10,10_9_W20
文化篇,./ePark_3/6.文化篇/10/10_10_V1.mp3,Atayal,FourSeasons_Atayal,10,10_10_W1
文化篇,./ePark_3/6.文化篇/10/10_10_V2.mp3,Atayal,FourSeasons_Atayal,10,10_10_W2
文化篇,./ePark_3/6.文化篇/10/10_10_V3.mp3,Atayal,FourSeasons_Atayal,10,10_10_W3
文化篇,./ePark_3/6.文化篇/10/10_10_V4.mp3,Atayal,FourSeasons_Atayal,10,10_10_W4
文化篇,./ePark_3/6.文化篇/10/10_10_V5.mp3,Atayal,FourSeasons_Atayal,10,10_10_W5
文化篇,./ePark_3/6.文化篇/10/10_10_V6.mp3,Atayal,FourSeasons_Atayal,10,10_10_W6
文化篇,./ePark_3/6.文化篇/10/10_10_V7.mp3,Atayal,FourSeasons_Atayal,10,10_10_W7
文化篇,./ePark_3/6.文化篇/10/10_10_V8.mp3,Atayal,FourSeasons_Atayal,10,10_10_W8
文化篇,./ePark_3/6.文化篇/10/10_10_V9.mp3,Atayal,FourSeasons_Atayal,10,10_10_W9
文化篇,./ePark_3/6.文化篇/10/10_10_V10.mp3,Atayal,FourSeasons_Atayal,10,10_10_W10
文化篇,./ePark_3/6.文化篇/10/10_10_V11.mp3,Atayal,FourSeasons_Atayal,10,10_10_W11
文化篇,./ePark_3/6.文化篇/10/10_10_V12.mp3,Atayal,FourSeasons_Atayal,10,10_10_W12
文化篇,./ePark_3/6.文化篇/10/10_10_V13.mp3,Atayal,FourSeasons_Atayal,10,10_10_W13
文化篇,./ePark_3/6.文化篇/10/10_10_V14.mp3,Atayal,FourSeasons_Atayal,10,10_10_W14
文化篇,./ePark_3/6.文化篇/10/10_10_V15.mp3,Atayal,FourSeasons_Atayal,10,10_10_W15
文化篇,./ePark_3/6.文化篇/10/10_10_V16.mp3,Atayal,FourSeasons_Atayal,10,10_10_W16
文化篇,./ePark_3/6.文化篇/10/10_10_V17.mp3,Atayal,FourSeasons_Atayal,10,10_10_W17
文化篇,./ePark_3/6.文化篇/10/10_10_V18.mp3,Atayal,FourSeasons_Atayal,10,10_10_W18
文化篇,./ePark_3/6.文化篇/10/10_10_V19.mp3,Atayal,FourSeasons_Atayal,10,10_10_W19
文化篇,./ePark_3/6.文化篇/10/10_10_V20.mp3,Atayal,FourSeasons_Atayal,10,10_10_W20
文化篇,./ePark_3/6.文化篇/10/10_11_V1.mp3,Atayal,FourSeasons_Atayal,10,10_11_W1
文化篇,./ePark_3/6.文化篇/10/10_11_V2.mp3,Atayal,FourSeasons_Atayal,10,10_11_W2
文化篇,./ePark_3/6.文化篇/10/10_11_V3.mp3,Atayal,FourSeasons_Atayal,10,10_11_W3
文化篇,./ePark_3/6.文化篇/10/10_11_V4.mp3,Atayal,FourSeasons_Atayal,10,10_11_W4
文化篇,./ePark_3/6.文化篇/10/10_11_V5.mp3,Atayal,FourSeasons_Atayal,10,10_11_W5
文化篇,./ePark_3/6.文化篇/10/10_11_V6.mp3,Atayal,FourSeasons_Atayal,10,10_11_W6
文化篇,./ePark_3/6.文化篇/10/10_11_V7.mp3,Atayal,FourSeasons_Atayal,10,10_11_W7
文化篇,./ePark_3/6.文化篇/10/10_11_V8.mp3,Atayal,FourSeasons_Atayal,10,10_11_W8
文化篇,./ePark_3/6.文化篇/10/10_11_V9.mp3,Atayal,FourSeasons_Atayal,10,10_11_W9
